"","title","point","review"
"337","광대들: 풍문조작단","10","영화 채널에서 처음부터 하길래 틀어놓고 뭐 먹으면서 봤는데 재밌어서 다 먹고부터는 몰입해서 봤네요. 쟁쟁한 배우들에 스토리가 조금 뻔하다면 뻔할 수 있지만 세조 실록에 나온 글을 토대로 이런 영화를 만들다니 신박하다는 생각이 들었습니다. 요즘 한국사 공부하는데 좀 지루하다가도 이런 역사 관련 재밌는 영화보면 공부할 맛도 나고 어디까지가 사실일까 생각도 해볼수 있어서 좋았습니다. 역사적 내용에 웃음코드 약간의 슬픈코드 다 있어서 재밌게 본 영화입니다!"
"338","폴 프롬 그레이스","6","무능한 변호사..뻔한 반전?"
"339","어메이징 메리","10","Fred(고양이)하나의 눈을 가진 하나밖에 없는 친구. ♡ 삶 속에서 진짜를 놓치지 않길 바래요.♡영화가 끝나니 감명이 시작되네요.알고 있다고 생각한 것들은 실제론 알고 있었다고 믿고 싶었던 것들일까? 내가 안된다고 생각한 것들은실제론 타인을 위한 것일까 나를 위한 것일까? 나에 대한 믿음이 타인에게 신뢰로 허나 부족하지 않는 사람이 어디 있을까? 쓰다보니깐 무슨 말인지 모르겠다.완전한 문장을 써야 좋은 것일까?  Be happy every moment plz :D"
"340","이웃사촌","2","이렇게 재미없는영화가 있었나시간아까움"
"341","극장판 귀멸의 칼날: 무한열차편","10","렌고쿠를위한 영화 안보고후회하지말고 일단 보세요"
"342","세자매","8","김선영님의 연기는 가히 최고였지만  맡은 역할에 대해선 이해가 되지 않는 부분이 있다. 학대 받고 살아왔다고 저렇게 평생을  폭력을 인정하며 , 마치 그러는 편이 편해보인다는듯 산다고? 거기에는 동의 할 수 없다.장윤주님의 연기도 좋았지만 학교씬은 현실과는 너무 거리가 멀지 않았나 싶다.  다시 느끼지만 가정폭력을 인정하며 사는 순간  그건 인간이길 포기한거다"
"343","머니백","8","탄탄한 스토리에 튼실한 연기...수작이다."
"344","라라랜드","10","그냥 생각없이 틀었다가 많은 생각과 또 로스엔젤레스의 아름다움을 알게 해준 영화였네요마지막 부분은 특히 내젊은시절 아무것도 없이 꿈만 행해서 뛰어든 시절을 생각나게해 눈물이 나네요ㅠㅠ 스토리 연기 가릴거 없이 완벽한 영화였어요 이번달 중순에 하필 LA로 출국 예정인데 감흥이 정말 어마어마하네요ㅠ"
"345","인터스텔라","6","기대가 컸나보다. 감독 상상력 단순.진부. 정해놓은 결과치로 꿰어 맞춘 이야기일뿐. 자연스러운 교감이 안간다."
"346","승리호","8","좀 이름있고 명성이 있는 배우들을 임팩트없이 보내는 것에 대한 아쉬움이 생겼음. 캐릭터에 대한 스토리를 짧은 런타임으로 인해 생략됨이 많지만 그럼에도 불구하고 분위기와 대부분의 스토리를 잘 짰고 끝을 향해 잘 달려갔다고 생각됨."
"347","삼진그룹 영어토익반","8","킬링타임용으로 봤는데 재미와 감동 모두 있다. 근데 막판에 너무 오글 ㅠ ㅠ 이솜 배우 연기가 아주 찰져서 좋았음"
"348","극장판 귀멸의 칼날: 무한열차편","10","진짜 영화관에서 무조건 봐야하는 작품.."
"349","윤희에게","10","마음이 울고싶을때 함께 울며 다독여주는 영화"
"350","이스턴 프라미스","8","나한테는 굉장히 야한 영화였는데 다른 이들은 액션씬을 주목해서 어리둥절했다.차이점은 영화를 본 장소였다.난 러시아 텔레비전에서 봤는데 무삭제였다.적나라한 씬들이 매우 인상적이었다.그래서 오늘 한국 케이블에서 다시 본 이 영화가 매우 담백하고 심심할 뿐이다."
"351","러브 앳","9","진정한 사랑의 의미를 다시 한 번 느끼게 해준 가슴 잔잔한 영화였습니다 결말도 꾀 맘에 드네요 꼭 보세요~"
"352","미션 임파서블 2","1","미션 임파서블 시리즈 전체에 누를 끼지는 작품"
"353","미쓰백","10","진짜 너무 속상한 영화, 현실 그래도 마지막이 너무 속상하지 않아서 다행이였어요.한지민 최고!!"
"354","극장판 귀멸의 칼날: 무한열차편","10","애니를 원래 즐겨보는 사람은 아닌제 이걸 보고 느꼈음 귀칼은 정말 명작이라는 걸... 진짜 개재밌음 진짜 진ㅁ즈 진짜 이건 영화관에서 봐야함 정말 너무 재밌어여 꼭 보셍ㅛ 휴지 꼭 챙겨가시구요 넘 재밌다구여 정말 ㅠㅠㅠㅠ"
"355","세자매","10","누군가에게 꼭보라고 추천을 할만큼인진 모르겠지만내가 이영화를 봤다는게 참 행운이구나 느끼는영화"
"356","라스트 레터","6","이와이 슌지의 전작보다 많이 부족한 편지"
"357","PMC: 더 벙커","10","평점 너무낮네...ㅜ 볼만했는데"
"358","벤자민 버튼의 시간은 거꾸로 간다","10","사랑하는 사람들과 헤어질 수 밖에 없는 삶이란"
"359","세자매","10","디테일이 살아있음... 결혼해서 세자매가 저러는데 남편들이 불쌍함... 여자들은 감정 조절이 힘듬."
"360","티파니에서 아침을","8","Moon River 노래 너무 좋다.60년대인데 왠지 지금보다 세련된거 같다오드리헵번만 소화 할 수 있는 옷들 특히 맨처음에 검정드레스에 커피와 크루아상을 먹는 장면은 명장면이다."
"361","그랜드 부다페스트 호텔","10","보는내내 눈이 즐거운영화.보는장면이 모두 액자속 그림같은 어둡고 침침한 교도소안도 앤틱하고 분위기있게 그려내는  감독의 연츨력이 대단합니다.보고 후회하지않을 영화입니다."
"362","아마겟돈","10","영화도 물론인데 OST가 죽여줌"
"363","골든슬럼버","1","주인공이 착한역이요. 모자른역이요.애를 왜 저지경으로 만들어 놓나. 하. 할말이 없다. 감독누구나."
"364","마담 싸이코","8","사설탐정이 왜케 허술하고 멍청한거야"
"365","세자매","10","최근 본영화중에 최고"
"366","절대쌍교","10","어렸을 때 정말 재밌게 본 영화죠~ 유덕화, 임청하 멋있어요. 이화궁중도 멋있고~~"
"367","사랑은 비를 타고","7","singin'in the rain~고전 뮤지컬영화는 역시 굿탭댄스를 추는 장면이 제일 좋았다"
"368","완벽한 타인","10","극단적으로 표현했지만 우리 인생과 같다.주변을 돌아보게 되는 영화"
"369","소울","8","감독이 뭔가 너무 가르치고 싶어하는듯... 물론 끄덕여지는것은 있으나 현재를 살라는 내용의 명상 자기계발 이런것도 워낙 많아그런가  메세지도 약간 진부음악과 영상은 좋음 ^^"
"370","미션 파서블","10","다 필요없고 영화관에서 남자 둘이서 봄요"
"371","극장판 귀멸의 칼날: 무한열차편","8","중반까진 루즈한면이 있지만 후반부로 갈수록 재밌어요"
"372","가나의 혼인잔치: 언약","9","무시라....ㄷㄷㄷ 낮에 오시면 안 될까요 ㄷ"
"373","원더","10","미소머금고 보다가 눈물 흘렸어요..친구들도 멋져요"
"374","그 여자 작사 그 남자 작곡","10","스토리 ost 연기 다 너무 좋았던 영화"
"375","톰과 제리","10","난 걍 클로이모레츠 볼려고 봄~너무져아 ^^"
"376","쿠엔틴 타란티노 8","8","QT 영화를 좋아한다면 꿀잼. 재키 브라운을 못봤네.."
"377","론 레인저","10","조니뎁 영원하리~~~ 완전잼"
"378","극장판 귀멸의 칼날: 무한열차편","10","우선 마지막 전투씬이 대박, 역대급이라 할 수 있음그리고 시대별 최고의 사망스토리로 1990년대 야이바 구슬의 시련-친구들의 희생, 2000년대 쵸파 dr.히루루크-사람이 언제 죽는다 생각하느냐, 2010년대 에이스-칠칠치 못한 나를 사랑해줘서 고마워, 2020년대 쿄지로-가슴으로 불태워라르ㅡ 정리할 수 있음"
"379","골든슬럼버","10","왤케 평점이 낮지? 조작인가? 볼만한데... 10점까지는 아니지만 이정도 평점은 아니어서 평점좀 올려야겠어요"
"380","라스트 레터","8","고교시절의 기억들이 아름다웠어요."
"381","내가 사랑했던 모든 남자들에게: 언제나 그리고 영원히","6","정말 한국 배우썻으면 더 좋았지싶다^~^"
"382","말모이","10","이 영화보면서 21세기 전세계 언어학자들이 극찬하는 한글이 있기 까지 그리고 우리들에게 오기까지 많은 이들의 헌신과 봉사와 사명 덕분임을 알게되니 참으로 감사하고 고맙고 그럽니다. 그리고 책도 좋지만 영화야말로 대중에 널리 안알려졌었던 이야기를 전하는데 최고임을 알게 되네요. 영화제작진분들께도 감사합니다.^^"
"383","라스트 레터","10","무엇인가 닿을 듯 닿지 않는... 그러나, 그것이 주는 여운을 담아내는 이와이 슌지 감독다운 영화를 정말 오래간만에 마주했다. 대학생 무렵에 보았던 4월 이야기에서의 마츠 다카코가 이제는 중년의 아줌마가 된 것 처럼 비슷한 연배의 추억 이야기가 마치 과거에 경험했던 여운과 감동으로 또다시 느껴졌다. 20여년의 세월 후에 이런 작품을 또 다시 볼 수 있기를..."
"384","극장판 귀멸의 칼날: 무한열차편","10","그냥 개쩐다 이거는... 안본 시절로 돌라가고 싶다"
"385","온리 더 브레이브","10","감동그자체 강추 말로 표현을 못하겠다"
"386","극장판 귀멸의 칼날: 무한열차편","10","염주 죽은거 에바야...."
"387","클로젯","6","분수를 알고 삽시다. 지나친 열정은 욕심으로 발전한다."
"388","로빈 훗","6","늘어지는 호흡과 클리셰가 몰입하기 힘들지만, 블록버스터의 가치는 한다"
"389","소울","10","진짜 인생 영화일줄이야..진짜 인생 영화 맞았네요혼자 조용히 집중해서 또 보고싶은 영화에요"
"390","솔트","10","슈나이더가 백악관에 동지가 또 있다.라고 한순간 테드가 생각나면서 소름이 돋았다 . 안젤리나졸리 진짜 지구최강 멋있다"
"391","초이스","10","지금 순간이 최고인듯 살자"
"392","죽지않는 인간들의 밤","8","어이없는데 뭔가 웃겨요 ㅋ병맛웃음?ㅋ"
"393","최미역행","1","이 영화는 ""짱""입니다"
"394","퍼펙트 케어","10","스토리가 신선 미국에서는 실제로 이런가 싶기도 간만에 기대안하고 재밌게 본 작품"
"395","소울","7","오랜만에 힐링되는 영화였다."
"396","판더믹","1","최악의 영화. 이기주의의 극치"
"397","나이브스 아웃","8","마지막 반전은 예상 못했는걸"
"398","남극일기","4","지금보면 배우라인업오지는데 흥행망함ㅋㅋ"
"399","더 스토닝","10","아.. 진짜 이 영화 우연히 알게 되었는데.. 종교는 악귀들의 모임인가? 신의 뜻으로 사람을 죽인다??사람에게 그렇게 할 권한을 어떤 신이 주었단 말인가? 그런 신은 죄다 악귀이지.. 신이 아니다. 남자의 탐욕으로 죄없는 여인을 투석형으로 죽이다니.. 종교는 아무리 생각해도 사람에게 탐욕을 위해 존재하는 도구일뿐이라는 생각이다."
"400","나이브스 아웃","10","아 잼나 너무 잼나 영국 느낌 분위기도 넘아 조아 영국 발음도 좋아"
"401","승리호","2","평범한 스토리 뭔가 애매한 비쥬얼...승리호의 그래픽은 그냥 꽃님이가 전부임 초반 cg괜찮네 하지만 그냥 모든 부분이 뭔가 빠진듯한 느낌이 너무 강하게 듬. 뭐...이런부분은 전부 헐리웃 영화랑 비교해서지만 극장 개봉이면  아마 안봤을듯"
"402","극장판 귀멸의 칼날: 무한열차편","10","강한 사람이 무엇인지 알았다"
"403","사마에게","7","그럼에도 불구하고 삶은 이어진다. 시리아의 조속한 안정을 기원한다."
"404","극장판 귀멸의 칼날: 무한열차편","9","친구가 완전 추천해줘서 보러갔는대 재밌었어요! 영상 연출이 진짜 대박이고 성우들 연기도 좋았구여 그림체가 동글동글 귀여워요 ㅠㅠ원래 일본애니 진짜 안좋아해서 안보는데 얘는 괜찮았네용~"
"405","승리호","10","이거 너무 재밌어요ㅠㅠ ost? 도 슬프고 제가 좋아하는 배우분들 많아서 좋았습니닷"
"406","승리호","10","이거 너무 재밌어요ㅠㅠ ost? 도 슬프고 제가 좋아하는 배우분들 많아서 좋았습니닷"
"407","중경삼림","10","진짜 재밌습니다 어머니가 좋아해서 봤는데 한 때는 하루에 한 번씩 꼭 볼 정도로 중독성도 있어요...강추합니다 이번에 재개봉하는데 친구랑 같이 보러가려고 합니다"
"408","글래스","2","싸패를 그린 영화인줄알았는데 히어로물이라니 ㄷㄷ"
"409","택시운전사","10","최고의영화  웅장이가슴해집니다."
"410","택시운전사","10","최고의영화  웅장이가슴해집니다."
"411","노트북","10","결국 결말은 둘 중 한명은 비극 희극이라고 생각했었다.하지만 론은 앨리를 정말 사랑해서 놓아준거 아닐까? 라고도 생각이 든다..."
"412","몬스터 헌터","2","몬헌 세계관에 낚여서 봄. 물이나 밥도 못먹고 독까지 걸린 여자가 단련된 남자 붙어서 이겨먹는거 보고 이건좀;;;했다"
"413","극장판 귀멸의 칼날: 무한열차편","10","말이 필요없음 3번이나 봤는데 마지막에 슬픈건 똑같음"
"414","카오스 워킹","1","생일이라 3.1절 롯시갔다가 저도남편도 120분 러닝타임중 90분 자다가 귀가했네요. 핵노잼이니 돈과 시간이 많으신 분들만 관람하시길!"
"415","PMC: 더 벙커","3","연출에서 더테러라이브 감독인거 바로 앎. 사운드는 복붙 수준으로 겹침. 걍 더테러라이브+터널인데 재미는 절반. 스토리가 너무 허접해서 전혀 몰입이 되지 않는데 사운드가 혼자 열일해서 안쓰러움. 이선균 역대급으로 웅얼거림."
"416","툼스톤","10","그냥 나는 통쾌한 영화가 좋음. 리암니슨 나온 영화는 통쾌함 진부하든 뭐든 좋음."
"417","극장판 귀멸의 칼날: 무한열차편","10","아 진짜 대박 애니 안보고 봐도 어느정도 이해 되면서 봤고 애니 다 보고도 상영중이면 또 볼 예정 진짜 너무 대박;;;"
"418","태풍이 지나가고","10","아버지를 싫어하지만, 나의 일부여서. 엄마의 조언을 듣고, 그 싫은 점을 품고 나는 이제 현실의 그 순간순간, 하루하루를 살아갈 거다, 늦여름의 마지막 태풍이 지나가고 맑게 갠 하늘 아래서."
"419","세상에서 가장 아름다운 이별","10","이런 영화가 천만관객이 되야되는 거 아닌가"
"420","PMC: 더 벙커","10","졸라 재밌습니다 ㄹㅇ 보고 판단하세요"
"421","승리호","10","투자금만 있으면 이정도는 너끈히 만들어 내는구나"
"422","이웃집 토토로","8","오프닝에도 등장하는 공식 인증 지브리의 근본..."
"423","굿 윌 헌팅","10","내게도 ""네 잘못이 아니야"" 라고 말해주는 스승을 만났더라면"
"424","하나 그리고 둘","10","별거인양 별거 아닌양 인생을 흐른다ㅡ 타인의 삶으로 내삶을 돌아보고 싶을때"
"425","소울","10","늦게라도 보길 잘했네요 너무 잘 만들었어요"
"426","우먼 인 할리우드","1","그 성별들의 자위용 뽀르노1 양녀들은 그나마 뭐라도 해보고 저러는데 국산녀들은 그저 남자들 떡고물 받아먹을 생각만 하는 버러지 그 자체, 무슨 한남들이 봐야 한다 이딴 소리 할 시간이 니들이 알아서 좀 바꿔 보세요 ㅋㅋ"
"427","미션 파서블","10","금방 영화 보고 나옴. 리뷰 보고기대를 크게 안해서 인지재미있게 봄.영광이의 능청스러움이 더 웃겼음 ㅋㅋㅋㅋ"
"428","데블","8","저예산 반전영화. 마무리가 좀.."
"429","극장판 귀멸의 칼날: 무한열차편","10","이것은 진짜 명작이다..그것말곤 할말이 없다"
"430","버드 박스","9","부디 육아를 혐오하는 한국 여자들도 피해망상으로부터 벗어나 주인공처럼 극복할 수 있으면 좋겠다."
"431","원타치","10","잠시 떠났던 주먹세계로 돌아갈 자극이 되었다"
"432","가베: 그녀의 숲","10","음악 영상 참 좋았다"
"433","쁘띠 아만다","10","“포기해야 해”... 그러나, ‘희망’...필연적 ‘자기치유’ 의 과정을 아프지만 섬세하게...쁘띠 아만다의 연기가 돋보이는 영화!"
"434","뱅가드","2","3만명이나 보다니 중국사람 많네요 감독은 30년전에 풀리스스토리3 만든감독인데. 장만옥, 양자경, 성룡 주연이었고. 무려 30년 디렉팅은 발전은 없고 버터만 잔뜩 바르는 기술만 배웠군요. 깃발든 중국인민군 로고 제작사 영화는 믿고 거르는게 국룰인듯, 이런영화를 중국인들은 최고라고 좋아하는걸까요? 그렇다면 이불킥하느라고 이불이 남아나지 않을듯 싶내요. 제발 성룡의 마지막 작품이길."
"435","극장판 귀멸의 칼날: 무한열차편","10","와 진짜 개박살나네요 미쳤다"
"436","록 스탁 앤 투 스모킹 배럴즈","8","돌고도는 골때림"
"437","골든슬럼버","1","와 강동원나오는 영화중에 이런 재미없는게있었다니캐릭터도답답하고 전개도 허술하고"
"438","극장판 귀멸의 칼날: 무한열차편","10","원래 애니 정말 안 좋아하는데 처음으러 재밌게 본 애니,, 영화관까지 보러ㄱㅏㄴ것도 처음. 그만큼 개재밌어요"
"439","트라이얼 오브 더 시카고 7","5","자유의 댓가가 피 흘리지 않고 가능하답니까???  철부지 시카고 7들아"
"440","뉴 폴리스 스토리","2","멜로가 찍고싶은 멜로 드라마를 찍어라 쓰레기 영화네"
"441","소울","10","뭔가 많은 걸 생각하게 해준 영화"
"442","극장판 귀멸의 칼날: 무한열차편","6","극장판을 가장한 ...TV판그냥 TV판 2편을 붙여논거랑 다르지 않음CG는 그닥이고...액션씬은 매우 화려하고 좋앗음"
"443","극장판 귀멸의 칼날: 무한열차편","10","재밌게 잘 봤습니다!"
"444","소울","8","평범한 나날들이 가장 소중한 순간들이라는걸 깨닫게 해준 영화입니다"
"445","극장판 귀멸의 칼날: 무한열차편","10","오뭔데 관람객이 한 명이냐???"
"446","스카이라인: 라스트 워","1","바보 같은 영화... 스카이 라인 2/3/ 은 대중이 원하는 영화가 아니다.  뭐냐,. 대중은  CG 나 스토리나 더 원하는데.. 드라마로 영화를 만들었다. 존낸 실망이야.. 돈들여야 이런 스토리르를 만들다니."
"447","극장판 귀멸의 칼날: 무한열차편","10","와 ㄹㅈㄷ,,,, 와,, ㄹ?? 나 씹덕이야 반했어 너무 재밌어,, 액션 개많아,, 최고야,, 낼도 볼까나??????;, 와 ㄹㅈㄷ야 진짜로,, 미쳤어,, 따랑해,,,"
"448","세자매","10","기대이상 특히 뭐 문소리는 어떤역을 맡아도 다 자신의 것으로 잘 소화 특히 대사중 남편에게 이혼도 능력이 있어야 하는거야? 그리고 돌아서면서 이 발정난 OOO야 와우 진짜 통쾌했음 그리고 진짜 교인들의 모습 잘 표현 캐릭터 연구 많이 하신 듯 역시 연기의 신이신 듯 그리고 김선영의 연기력도 대단 평범한 듯 하면서도 범상치 않는 느낌이랄까? 캐릭터 너무 잘 소화 그리고 막내 장윤주는 처음엔 전 공효진인 줄 알았는데 장윤주 진짜 심하게 망가진 그래도 잘 소화 와 모델출신이라고 우습게 보면 안 될 듯 그리고 어떻게 면을 그렇게 맛있게도 드시는지 순간 먹고 싶었음 전 세배우에게서 카멜레온 같은 동물적 본능을 느꼈고요 전 스토리 전개 또한 좋았지만 전체적 캐스팅이 너무 완벽했다 싶어 특히 문소리의 대사들이 진짜 유쾌 상쾌 통쾌해서 좋았음 뻔할 것 같았지만 뻔하지 않았던 영화 엔딩에는 진짜 많이 울었음 특히 문소리가 아버지에게 한방 날 리며 오열하는 부분에서 이 영화를 보고 느낀건 진정 하느님은 세상에 존재하지 않으시구나 라는 것을 느꼈습니다 그러지 않고서야 어떻게 교회에서 버젓이 그런 행위들이 일어나겠나? 인간은 누구나 다 똑같다 싶었음 단 가면만 쓰고 있을 뿐"
"449","미션 파서블","8","과하지안코 요즘상황에 딱보기조은 영화였습니다. 한국영화의 코믹정도가 이정도가 가장 좋을듯합니다. 갠찬았어요."
"450","몬태나","8","뭐랄까...멋진 남다를 본 느낌이랄까... 마지막 기차 타는 장면은 최고였어요!"
"451","승리호","1","5년만에 첨으로 졸게 만든 영화. 특유의 k 드라마만 좀 제외했더라면 그나마 나았을텐데"
"452","반지의 제왕: 반지 원정대","10","두말할필요 없이 지금껏 살면서 본 최고의영화라고생각하는1인"
"453","족벌 두 신문 이야기","10","일제의 앞잡이 노릇하다 해방후에는 친일반공세력의 앞잡이, 군사독재정권의 앞잡이, 재벌부패기득권의 앞잡이 노릇하며 권력을 누려온 조선일보,동아일보를 폐간시켜야 대한민국이 정말 제대로 발전해나갈 것이다."
"454","세자매","10","배우 분들의 연기가 너무 좋앗어요"
"455","음양사 : 청아집","10","극장에서 너무 보고싶다!ㅠㅠ 극장에서 개봉 안하낭?!"
"456","짐작보다 따뜻하게","2","고개가 갸우뚱하는 씬들이 너무 많아서 집중하기 힘든 영화입니다. 너무 아마추어적인 작품입니다.초반부와 후반부에 나오는 고딩커플 씬은 정말..."
"457","곤지암","2","솔직히 곤지암이 무서울줄 알고 봤는데 그냥 소리만 지르는 영화네요저 무서운거 잘 못보는데 이거는 무표정으로 봤어요"
"458","정브르의 동물일기","10","동물들 보면서 힐링했어요 가족이랑 보면 좋을것 같아요"
"459","극장판 귀멸의 칼날: 무한열차편","10","강하고 마음씨 착한 아이의 엄마로 살 수 있어서 행복했습니다 렌고쿠형님 살려네ㅠ"
"460","극장판 귀멸의 칼날: 무한열차편","10","유포터블의 갓작화!!!"
"461","소울","8","깜빡 졸았어요.ㅜㅜ 근데 음악은 좋았어요."
"462","인셉션","10","10년전 잼민이 시절 이 영화 보러갔다가 꿀잠자고 나온 기억. 친구들한테 재밌었냐 물어봤지만 너도 나도 다 졸았댄다. 이 영화를 이제서야 다시 보았다. 아 정말 희대의 명작 ! 다시봐도 어렵지만 왜 이걸 이제봤나 후회가 되는 정도 ! 시간 흐르는줄 모르고 재밌게 보았습니다 !"
"463","미션 파서블","2","그게 그건거인 그런영화그냥 나중에 티비보면 중간에 화장실가고 간식 먹고 친구랑 카톡하다 보면 끝나는 영화돈내고 좋은 식사를 하심이~~"
"464","더블 타겟","10","개인적으로 마크월버그 최고의 영화. 복수극하면 이영화부터 생각남"
"465","이별의 아침에 약속의 꽃을 장식하자","10","몇번을 봐도 감동이네요 갠적으로 추천 일본에니매이션  탑5안에 들어요"
"466","가장 보통의 연애","10","현실성 있는 대사와 상황들 공감됩니다~"
"467","화양연화","10","처음 볼때는 뭐지?? 두번째 볼때는 뭔가...세번째 이상부터는 뭘까...이 익숙하면서도 아련한 .."
"468","미션 파서블","1","큰 기대를 안 하고 봤는데, 기대를 안 하고 봤음에도 재미가 없었습니다. 분명이 코미디 요소를 시도때도없이 넣어서 웃기려고 시도를 하지만 정말 한 번을 제대로 안 웃겨줍니다. 이 정도면 감독님이 정말 정말 코미디에 재능이 없는 분이신 겁니다... 트랜디하지도 못할 뿐더러, 너무 구시대 적 유머를 섞는데, 그 또한 너무 재미없게 표현을 해서.. 내용도 별로 없고, 액션에 공을 많이 들였습니다. 코미디 임에도 웃음 없이 볼 수 있습니다."
"469","극장판 귀멸의 칼날: 무한열차편","10","한시도 지루할 틈이 없었습니다"
"470","소울","10","너무 감동이고 삶의 의미에 대해 다시 생각하게되눈 영화에여,, 쿠키영상도 꼭 보세요"
"471","서버비콘","8","볼 만합니다. 배우들 연기도 주연, 조연 안 가리고 다 괜찮고요. 조지 클루니 영화 잘 만드는 듯."
"472","카오스 워킹","1","소재는 좋았으나.스토리도 애매하고 액션도 없고 로맨스도 없고이거 뭐지? 하는 영화."
"473","럭키","4","전반부의 코미디와 힘주고 만든 후반부의 부정교합."
"474","소울","10","하루하루의 소중함을 일깨워 줬어요^^"
"475","변신","10","한국산 호러치고는 신파에서 가장 벗어난 편"
"476","해치지않아","4","손재곤 감독님 영화를 좋아하는데요ㅜㅜ 기대에 못미쳐서 아쉬웠습니당 이층의악당 달콤살벌한연인 강추!!!"
"477","극장판 페이트/그랜드 오더 신성원탁영역 카멜롯 완더링; 아가트람","8","연출과 전개가 마음에 안듭니다"
"478","극장판 귀멸의 칼날: 무한열차편","10","전 집중 번개의호흡 제 1식 벽력일섬"
"479","화양연화","10","정말 벗고 야한장면없이 이렇게 섹시하고 아름다운 영화를 만들수 있다는 사실이... 영상미와 색채감.. 모든것이 완벽한 영화였어요!!"
"480","폴라","10","화끈하고 재밌네요.  기대안하고보니 더"
"481","승리호","9","cg 생각보다 굿이네요..!"
"482","대호","4","최민식이 아들래미 역 진짜 콱 쥐어 박고 싶을 정도로 미운거 밖에 안 남는 영화"
"483","신문기자","2","글쎄... 스토리가 진부하고, 소재는 황당하며, 연출도 뻔한 그런 영화다 내돈내산 리뷰"
"484","세자매","2","기독교를 나쁘게 그리는 것 같아 기분 나쁩니다"
"485","사랑한다, 사랑하지 않는다","1","웃기지마 연애 경험을 말하면서 공감돼서 재밌다는 허세떨지마 몹시 재미없고 몹시 공감대를 이끌어내지도 않아 너무 잔잔해서 짜증만나 의도적으로 천천히 아주 천천히 시퀀스가 이어지는데 고상한 의도인 것마냥 허세떨지마"
"486","오살","10","기회되면 꼭 보세여! 기대 이상입니다"
"487","루킹 글라스","1","똥도 제대로 닦지 못하고 질질 흘리며 엔딩. 감독놈 만날 일 있으면 싸데기 때리고 싶다."
"488","극장판 귀멸의 칼날: 무한열차편","10","마음을 불태워라 ㅠㅠㅠㅠ흐엉"
"489","클로젯","1","외국 오컬트 영화 다 짜집기한 망작... 베낄거면 포인트로 잘 가져와서 만들던가 내용도 다 예상가고... 대실망에 시간만 버렸습니다 넷플로도 보지마세요"
"490","수상한 가족","6","재밌게 잘보다가 막판에 진짜 어이없이 끝나버리네.  남주인공이 마지막에 자기 맘대로 감정적으로 행동하면서 모든걸 망친 수준인데 경찰한테까지 불었는데도 회사가 안망한다고?ㅋㅋ 따로 조사받거나 이런것도 없고 따귀 한대 맞고 끝? 적어도 회사에 엄청난 타격 가는 행동 아닌가? 해고 당하는것도 아니고 심지어 회사에서 다른 일거리까지 제안하네ㅋㅋㅋㅋ 영화라지만 이게 말이 되나? 판타지도 안이러겠네. 그리고 자기 독단적인 행동 때문에 여주인공부터 팀 전체가 피해보고 해고당할뻔하게 해놓고 그거에 대한 사과나 변명도 없이 갑자기 보고싶었다며 뻔뻔하게 나타나면서 일 방해하는 것까지 황당 그자체임;; 작중에서 아무도 이런 행동 지적 안하는것도 어이없고. 이웃이 죽은거에 죄책감 느끼는건 이해하는데 너무 끝까지 자기멋대로 행동하다 끝남. 감독이 신입 아무나 막무가내로 뽑지말라는 교훈을 주려고한거면 인정 ㅡㅡ"
